bgg_id,name,year,type
19914,Hexxagon,,boardgame
11371,Hey Pa! There's a Goat on the Roof,,boardgame
8203,"Hey, That's My Fish!",2003,boardgame
40941,Hide the Kids!,,boardgame
47055,High Frontier,,boardgame
,high jump,,boardgame
18013,High Spirits with Calvin and the Colonel,,boardgame
218,High-Bid,1963,boardgame
5694,Highly Suspect,2002,boardgame
,Highway 2000,,boardgame
3800,Himalaya,2004,boardgame
51197,Hippos & Crocodiles,2009,boardgame
425693,Historical Mystery: Bets are Made,2024,boardgame
382694,Historical Mystery: Death at the Ball,2023,boardgame
401242,Historical Mystery: Disappearance in the Sky,2024,boardgame
431079,Historical Mystery: The Witch,2024,boardgame
453355,Historical Mystery: Treasures of the Galleon,2025,boardgame
224,History of the World,,boardgame
11132,Hitler's Last Gamble,,boardgame
2168,Hitler's War,,boardgame
90732,Hitstory,,boardgame
,Hive,2001,boardgame
120,Hoity Toity,1990,boardgame
3160,Holy War,,boardgame
26566,Homesteaders,,boardgame
,Hong Kong Monopoly,,boardgame
,HONK!,2022,boardgame
,Hookipa,,boardgame
33902,Hopse Frosch,,boardgame
19679,Hordes,2006,boardgame
260410,Horizon Zero Dawn: The Board Game,2020,boardgame
3673,Hot Spot,,boardgame
,Hot Streak,2025,boardgame
1502,Hotel,,boardgame
,Hounds and Jackals,,boardgame
63929,Hubba + Bubba,,boardgame
7609,Hue,,boardgame
16362,Hula Hippos,,boardgame
,Hundred Kingdoms,,boardgame
5895,Hungry Hungry Hippos,,boardgame
,Hurtgen Forest,,boardgame
6573,Husch Husch kleine Hexe,1994,boardgame
31970,Hydro Battle!,,boardgame
13726,Hyena chase,,boardgame
3244,Hype,1985,boardgame
7042,Hyper Battle,,boardgame
,hypergammon,,boardgame
21798,HysteriCoach,,boardgame
14423,Hūsker Dū?,1970,boardgame
38741,"I Am, I Do",,boardgame
14346,I Vant to Bite Your Finger,,boardgame
115,I'm the Boss!,,boardgame
,I.C.B.M.,,boardgame
8983,I.Q. 2000,,boardgame
20328,I.U.opoly,,boardgame
12829,Ice Cream,,boardgame
3560,Ice War,1978,boardgame
9386,IceTowers,,boardgame
2235,Ido,,boardgame
371972,Ierusalem: Anno Domini,2023,boardgame
25584,If Wishes Were Fishes!,,boardgame
95,Igel Ärgern,,boardgame
177478,Iki,2015,boardgame
21654,Iliad,,boardgame
28,Illuminati,1982,boardgame
37730,Im Fadenkreuz: Europa,,boardgame
1753,Im Märchenwald,,boardgame
1428,Image,,boardgame
191894,Imagine,,boardgame
2750,Imaginiff,,boardgame
191862,Imhotep: Builder of Egypt,2016,boardgame
255674,Imhotep: The Duel,2018,boardgame
24181,Imperial,,boardgame
54138,Imperial 2030,2009,boardgame
3661,Imperium,1977,boardgame
,Imperium: Horizons,2024,boardgame
376683,In the Footsteps of Darwin,,boardgame
9022,In the Kingdom of the Polar Bear,1991,boardgame
31594,In the Year of the Dragon,,boardgame
,Indian Ocean Adventure: The Japanese Raids on Ceylon,,boardgame
116954,Indigo,,boardgame
19777,Indonesia,,boardgame
9560,Indus,2004,boardgame
23765,Infantry Attacks series,,boardgame
57139,Infection Express,,boardgame
9674,Ingenious,,boardgame
22484,Ingenious: Travel Edition,,boardgame
16498,Inka,,boardgame
20281,Inkan aarre,2005,boardgame
27712,Inkheart,,boardgame
466,Inkognito,,boardgame
2962,Inner Circle,,boardgame
63888,Innovation,,boardgame
1246,Insecta (board game),1992,boardgame
206051,Insider,,boardgame
,Insider Dealing,,boardgame
100089,Inspector Moss: House Arrest,,boardgame
449555,Instant Propose,2017,boardgame
409572,Intent to Kill,2023,boardgame
15238,International Cricket,1985,boardgame
26952,International draughts,,boardgame
354451,Interplanetary,1943,boardgame
,Interstellar Wars,,boardgame
2613,Intruder,,boardgame
,Intuition,,boardgame
3572,Invasion America,,boardgame
6919,Invasion: Earth,1981,boardgame
94953,Investopoly,,boardgame
130,Iron Dragon,,boardgame
,Iron Horse,,boardgame
8538,Ironbottom Sound,,boardgame
22168,Ironclad,1973,boardgame
17143,Ironclads and Ether Flyers,,boardgame
23742,Ironclads series,,boardgame
1245,Isis & Osiris,,boardgame
68182,Isla Dorada,,boardgame
33812,Island Trader,,boardgame
,Island War: Four Pacific Battles,,boardgame
,Isle of Skye,2016,boardgame
176494,Isle of Skye: From Chieftain to King,2015,boardgame
185589,Islebound,2016,boardgame
1875,Isolation,1972,boardgame
,isolo,,boardgame
148949,Istanbul,2014,boardgame
12277,It,,boardgame
,It's a Wonderful World,2019,boardgame
28396,It's Alive!,,boardgame
227603,Jack and the Beanstalk Game,1895,boardgame
,jacquet,,boardgame
66875,Jagd auf Kohlenklau,,boardgame
28023,Jamaica,,boardgame
12002,Jambo,2004,boardgame
2907,James Clavell's Tai-Pan,,boardgame
31335,Jantaris,,boardgame
7451,Jarnac,,boardgame
855,Java,2000,boardgame
5260,Jedi Knights Trading Card Game,,boardgame
,JeDiBo,,boardgame
255,"Jena-Auerstadt: The Battle for Prussia, 14 October 1806",1975,boardgame
73765,Jericho,2001,boardgame
63632,Jerusalem! Tactical Game of the 1948 War,,boardgame
37917,Jeson Mor,,boardgame
,Jeu de la drogue,,boardgame
,Jeu de la guerre,1965,boardgame
,Jeu de lices,2000,boardgame
145428,Jinsei Game,1967,boardgame
1380,Jockey,1973,boardgame
161965,Johari,,boardgame
3369,John Carter: Warlord of Mars,,boardgame
,John Company: Second Edition,2022,boardgame
30684,Johnny Reb,,boardgame
2484,Journey through Europe,,boardgame
1098,Judge Dredd,,boardgame
,jul-gonu,,boardgame
35548,Jumbulaya,2007,boardgame
4031,Jungle,,boardgame
191687,Jungle Party,,boardgame
242,Junta,,boardgame
84159,Junta: Viva el Presidente!,,boardgame
259857,Jurassic Parts,2020,boardgame
241164,Jurassic Snack,,boardgame
352567,Jurassic World: The Legacy of Isla Nublar,,boardgame
17534,Just 4 Fun,2005,boardgame
,Just One,2018,boardgame
66590,Just4Fun Colours,2010,boardgame
22221,K'dor,,boardgame
73761,K2,2010,boardgame
,Ka-Bala,,boardgame
394,Kahuna,1998,boardgame
,Kakelorum,,boardgame
2448,Kalah,,boardgame
545,Kaleidos,,boardgame
4813,Kamakura,1982,boardgame
,Kami,,boardgame
38545,Kamisado,,boardgame
28738,Kamon,2007,boardgame
21918,Kampen om Rai,,boardgame
,"KampfPanzer: Armored Combat, 1937–40",,boardgame
200147,Kanagawa,,boardgame
,Kangaroo: The Jumping Game,,boardgame
13754,Kaooa,,boardgame
,Kaplansky's game,,boardgame
940,Karawane,,boardgame
,Karma,,boardgame
183251,Karuba,2016,boardgame
8736,Kasserine Pass,,boardgame
233502,katarenga,,boardgame
39481,Katro,,boardgame
14698,Keep Cool,2004,boardgame
,Kelp: Shark vs Octopus,2023,boardgame
209872,Keltis,,boardgame
127023,Kemet,2012,boardgame
297562,Kemet: Blood and Sand,2021,boardgame
2197,Kensington,1979,boardgame
191055,Kerala: The Way of the Elephant,,boardgame
3384,Kerrunch,1991,boardgame
18289,Key Largo,,boardgame
1933,Key to the Kingdom,,boardgame
122515,Keyflower,2012,boardgame
4099,Keythedral,2002,boardgame
,Khalkhin-Gol,,boardgame
,Khanhoo,,boardgame
109797,Kharbaga,,boardgame
25674,Khronos,,boardgame
299684,Khôra: Rise of an Empire,2021,boardgame
,Kiela,,boardgame
257,Kill Doctor Lucky,,boardgame
33876,Killer Bunnies and the Journey to Jupiter,,boardgame
3699,Killer Bunnies and the Quest for the Magic Carrot,,boardgame
,Kilpa-ajo-peli 1887,,boardgame
,Kimble,1967,boardgame
,Kinfire Council,2025,boardgame
6368,King Arthur,,boardgame
5606,King Arthur's Knights,,boardgame
160499,King of New York,2014,boardgame
30093,King of the Hill,,boardgame
3009,King of the Mountain,,boardgame
70323,King of Tokyo,2011,boardgame
2608,King Oil,,boardgame
6263,King's Breakfast,2003,boardgame
107529,Kingdom Builder,2011,boardgame
,Kingdom Death: Monster,2015,boardgame
,Kingdomino,2017,boardgame
119,Kingdoms,1994,boardgame
987,Kingmaker,1974,boardgame
25693,Kings & Castles,1980,boardgame
58,Kings & Things,,boardgame
,Kings of War,,boardgame
27162,Kingsburg,,boardgame
,KingsRow,,boardgame
,Kiothi,,boardgame
28238,Kitty Bitty,,boardgame
1702,Klondike,,boardgame
4675,Knight of Justice,,boardgame
,Knights and Knaves,,boardgame
1780,Knights of Camelot,1980,boardgame
7334,Knockout,1991,boardgame
,Koenigspiel,1780,boardgame
,Kolowis Awithlaknannai,,boardgame
8122,Konane,,boardgame
135,Kontor,,boardgame
6005,Korea: The Mobile War,,boardgame
,Korsar,1992,boardgame
13182,Korsun Pocket: Little Stalingrad on the Dnepr,,boardgame
140535,Koryŏ,,boardgame
,Kotra,,boardgame
49261,Kraby,,boardgame
26859,Kragmortha,,boardgame
293309,Kraken Attack!,,boardgame
66825,Kraken-Alarm,2010,boardgame
328680,Krazy Maze,,boardgame
196,Kremlin,1986,boardgame
7015,Kriegsmarine,,boardgame
,Kriegspiel,,boardgame
402111,Kronologic: Paris 1920,,boardgame
112138,Krosmaster: Arena,,boardgame
39486,Krur,,boardgame
26873,Kruzno,,boardgame
7694,Krypto,,boardgame
164354,Kryptos,,boardgame
1703,Kula Kula,1991,boardgame
108831,Kulami,,boardgame
3036,Kung Fu 2100,1980,boardgame
,Kunglig ludo,,boardgame
,Kursk: Operation Zitadelle,,boardgame
385610,Kutná Hora: The City of Silver,,boardgame
356742,KuZOOkA,2022,boardgame
,København,,boardgame
40367,L'Anniversaire des triplés,,boardgame
9246,L'Attaque,1909,boardgame
24498,L'Enclos,1982,boardgame
13520,La Bataille d'Albuera: Espagnol,,boardgame
12898,La Bataille d'Auerstædt,1977,boardgame
,La Bataille de Valmy,1981,boardgame
30020,La Belle Alliance: The Battle of Waterloo,1976,boardgame
136280,La Boca,,boardgame
554,La Città,2000,boardgame
,La Fallera Calavera,,boardgame
367517,La Famiglia: The Great Mafia War,,boardgame
10013,La Foi et le Glaive,,boardgame
9077,La Grande Armée,,boardgame
146886,La Granja,2014,boardgame
19284,La Vache Amoureuse,,boardgame
,La'b Hakimi,,boardgame
,La'b Madjnuni,,boardgame
821,La-Trel,1994,boardgame
31360,Laborigines,,boardgame
62227,Labyrinth,2010,boardgame
68224,Labyrinthine,,boardgame
191681,Lagoonis,,boardgame
39488,Lamlameta,,boardgame
96913,Lancaster,2011,boardgame
,Landsknecht,,boardgame
865,Landslide,,boardgame
4025,Lankhmar,,boardgame
117959,Las Vegas,,boardgame
6862,Lasca,,boardgame
7776,Laser Tank,,boardgame
5875,Last Battle: Twilight 2000,,boardgame
2324,Last Frontier: The Vesuvius Incident,,boardgame
331059,Last Message,2021,boardgame
29368,Last Night on Earth,,boardgame
97842,Last Will,,boardgame
,Latho,,boardgame
39489,Layli Goobalay,,boardgame
,Le Château Lafortune,,boardgame
37698,Le Cochon qui rit,,boardgame
,Le Défi du Sphinx,1997,boardgame
,Le Grand Empire,,boardgame
35677,Le Havre,,boardgame
,Le Havre: The Inland Port,2012,boardgame
246564,Le jeu aux mille titres,,boardgame
,Le jeu des chaises musicales,1992,boardgame
41126,Le Magistral,,boardgame
10855,Le Paresseux,,boardgame
225460,Leader Foot,,boardgame
141418,LEADERS: The Combined Strategy Game,,boardgame
,Leaf,2023,boardgame
31624,League of Six,2007,boardgame
35722,Leap Frog,,boardgame
5680,Lee vs. Grant: The Wilderness Campaign of 1864,1988,boardgame
,Lee vs. Meade,,boardgame
,Legacy of Yu,2022,boardgame
3836,Legend of the Burning Sands,,boardgame
184151,Legend of the Five Rings: The Card Game,2017,boardgame
3794,Legend of Zagor,,boardgame
129437,Legendary: A Marvel Deck Building Game,,boardgame
,Legends of Andor,2013,boardgame
,"Legion: Tactical Warfare in the Roman Age, 100BC-700AD",,boardgame
,Legions of the Petal Throne,,boardgame
94732,Lego Heroica,,boardgame
10508,Leinen los!,1997,boardgame
,Leipzig: The Battle of Nations,,boardgame
153004,Lemming,2014,boardgame
,"Leningrad: The Advance of Army Group North, Summer 1941",,boardgame
18144,Lensman,1969,boardgame
,Lentokilpailu-peli,1909,boardgame
21920,Leonardo da Vinci,,boardgame
,Leopard hunt game,,boardgame
7502,Leros: The Island Prize,1996,boardgame
,Les Aigles,,boardgame
,Let's Go! To Japan,2024,boardgame
6873,Letra-Mix,,boardgame
59959,Letters from Whitechapel,,boardgame
140620,Lewis & Clark: The Expedition,,boardgame
45,Liar's Dice,,boardgame
,Liberian Queah,,boardgame
356033,Libertalia: Winds of Galecrest,2022,boardgame
3988,Life as a BlackMan,,boardgame
6383,Life Style,1989,boardgame
249,Lifeboats,,boardgame
2853,Liftoff!,1989,boardgame
8382,Light Division,1989,boardgame
,Light Speed Arena,2025,boardgame
30023,Ligny: Incomplete Victory,1976,boardgame
,Limes,2014,boardgame
,Lincoln,2018,boardgame
5174,Lingua,1969,boardgame
11945,Linq,,boardgame
,Lionheart,,boardgame
,Lisboa,2017,boardgame
241266,Little Town,,boardgame
31845,Livequiz,2007,boardgame
328479,Living Forest,,boardgame
27368,Living Landscapes,,boardgame
18460,Lock 'n Load: Band of Heroes,,boardgame
41052,Loco Motive,,boardgame
,Logo Board Game,,boardgame
236191,London,2017,boardgame
1581,London Cabbie,,boardgame
2150,London's Burning,,boardgame
40237,Long Shot,,boardgame
136991,Loony Quest,,boardgame
410991,Looot,2024,boardgame
327,Looping Louie,1992,boardgame
1536,Lord of the Fries,,boardgame
823,Lord of the Rings,2000,boardgame
,Lord of the Rings - The Confrontation,2002,boardgame
102275,Lord of the Rings: The Adventure Deck Game,,boardgame
18833,Lord of the Rings: The Confrontation,,boardgame
,Lords & Wizards,,boardgame
6687,Lords of the Middle Sea,,boardgame
110327,Lords of Waterdeep,2013,boardgame
21854,Los Mampfos,,boardgame
2277,Lose Your Shirt,,boardgame
185221,Lost & Found,2015,boardgame
8360,Lost Battles: Operational Combat in Russia,1971,boardgame
,Lost Cities,1999,boardgame
2268,Lost Patrol,,boardgame
312484,Lost Ruins of Arnak,2020,boardgame
4668,Lost Treasure,1982,boardgame
1421,Lost Worlds,,boardgame
2348,Lotus,,boardgame
13642,Louis XIV,,boardgame
,Lourche,,boardgame
242804,Lowlands,2018,boardgame
22863,Luck of the Draw,,boardgame
145429,Lucky 13,,boardgame
118247,Lucky Numbers,,boardgame
2136,Ludo,,boardgame
,ludus coriovalli,,boardgame
33690,ludus duodecim scriptorum,,boardgame
21488,Ludus latrunculorum,,boardgame
3646,Luftwaffe,1970,boardgame
,Lukho,,boardgame
228,Lunch Money,,boardgame
203401,Luther: Das Spiel,,boardgame
,Luthier,2025,boardgame
245643,Luxor,2018,boardgame
8909,Luzhanqi,,boardgame
217083,LYNGK,,boardgame
66,Löwenherz,1997,boardgame
,Lützen,,boardgame
43240,Maailman eläimet,,boardgame
,Maailmansota itäisellä sotanäyttämöllä,,boardgame
,Maantieteellinen seurapeli,,boardgame
,MAATAC,,boardgame
55670,Macao,,boardgame
143884,Machi Koro,2012,boardgame
286,Machiavelli,1977,boardgame
193164,Macroscope,2016,boardgame
764,Mad Gab,,boardgame
569,Maestro,1989,boardgame
176558,Mafia de Cuba,,boardgame
864,Mage Knight,,boardgame
96848,Mage Knight Board Game,,boardgame
2876,Mage Knight Dungeons,,boardgame
101721,Mage Wars Arena,,boardgame
169918,Magia Cum Laude,,boardgame
2087,Magic Dance,,boardgame
368899,Magic Keys,,boardgame
65333,Magic Labyrinth: Card Game,,boardgame
209778,Magic Maze,2017,boardgame
22,Magic Realm,,boardgame
176070,Magic Realm Light 30,,boardgame
,Magic Wood,,boardgame
,Magical Athlete,2025,boardgame
85245,Magician's Kitchen,,boardgame
20935,Magikon,1984,boardgame
16778,Magneton,,boardgame
23142,Mag·Blast: Third Edition,2006,boardgame
1713,Maharaja,,boardgame
9440,Maharaja: The Game of Palace Building in India,2004,boardgame
2093,mahjong,,boardgame
,Mak-yek,,boardgame
8147,Maka Bana,2003,boardgame
111828,Make 10 and 20,,boardgame
10595,Make-A-Million,,boardgame
,Makonn,,boardgame
2322,Malefiz,,boardgame
15162,Mall Madness,,boardgame
16772,Mall of Horror,,boardgame
1924,Maloney's Inheritance,1988,boardgame
49,Mamma Mia!,,boardgame
2516,Man O' War,,boardgame
,Man the Lifeboat,,boardgame
21703,Mana,,boardgame
7006,Management,,boardgame
538,Manager,,boardgame
39492,Mangala,,boardgame
199,Manhattan,1994,boardgame
15817,Manila,2005,boardgame
17396,Manoeuvre,,boardgame
83330,Mansions of Madness: First Edition,2011,boardgame
205059,Mansions of Madness: Second Edition,2016,boardgame
361958,Maple Valley,2024,boardgame
,Maracaibo,2019,boardgame
3063,March Madness,1991,boardgame
2280,Marco Polo,1983,boardgame
99479,Mare Balticum,,boardgame
3931,Mare Nostrum,,boardgame
13881,"Marengo: Napoleon in Italy, 14 June 1800",1975,boardgame
40354,Maria,2009,boardgame
,Marienbad,,boardgame
2757,Marine: 2002,,boardgame
29223,Marrakech,,boardgame
342810,Marrakesh,2022,boardgame
,Marralhinha,2000,boardgame
99875,Martian Dice,,boardgame
,Marvel Champions: The Card Game,2019,boardgame
,Marvel Dice Throne,2022,boardgame
,Marvel Dice Throne Missions,2025,boardgame
182276,Marvel HeroClix: Infinity Challenge,,boardgame
14808,Marvel Heroes,2006,boardgame
,Marvel Super Dice,,boardgame
,Marvel United,2020,boardgame
,Marvel United: Multiverse,2024,boardgame
139030,Mascarade,,boardgame
,Mask Trilogy,,boardgame
21791,Masons,,boardgame
,Massive Darkness 2: Hellscape,2022,boardgame
172358,Master Fox,,boardgame
437,Master Labyrinth,,boardgame
193322,Master of Orion: The Board Game,2016,boardgame
2392,Mastermind,1970,boardgame
1501,Masterpiece,,boardgame
6979,Match of the Penguins,,boardgame
14074,Matchwitz,,boardgame
,Mathesso,,boardgame
,Matjok,,boardgame
,Matka kotiin jouluksi,1908,boardgame
91671,Mato Mato,2011,boardgame
126159,Mausgetrixt,,boardgame
,Meadow,2021,boardgame
209010,Mechs vs. Minions,,boardgame
5383,MechWar '77,1975,boardgame
,MechWarrior: Dark Age,,boardgame
46,Medici,,boardgame
24762,Medici vs Strozzi,2006,boardgame
1261,Medina,,boardgame
1541,Mega-Mania,,boardgame
4148,Mehen,,boardgame
165657,Melee,,boardgame
10630,Memoir '44,,boardgame
244608,Menara,2018,boardgame
19846,Menhir,,boardgame
2136,Mensch ärgere dich nicht,1907,boardgame
230,Merchant of Venus,,boardgame
32114,Merchants,,boardgame
25292,Merchants & Marauders,2010,boardgame
531,Merchants of Amsterdam,2000,boardgame
139780,Merlin Zinzin,,boardgame
1965,Mertwig's Maze,1988,boardgame
306040,Merv: The Heart of the Silk Road,,boardgame
5885,Meschugge,,boardgame
19301,Mesopotamia,2005,boardgame
411420,Message in a Bottle,2024,boardgame
,Metal Gear Solid: The Board Game,2025,boardgame
559,Metro,,boardgame
145,Metropolis,,boardgame
25568,Metropolys,,boardgame
,Metsämies,,boardgame
2955,Mexica,2002,boardgame
11634,Mexican Train,,boardgame
1452,Mhing,,boardgame
124708,Mice and Mystics,2012,boardgame
17379,Micro Armour: The Game – WWII,,boardgame
10660,Micropul,2004,boardgame
203042,Microworld,2016,boardgame
144845,Middle Earth,,boardgame
,Middle Passage,,boardgame
1915,Middle-earth Collectible Card Game,,boardgame
31563,Middle-Earth Quest,,boardgame
2250,Midway,1964,boardgame
6333,Mighty Warriors,,boardgame
72667,Mijnlieff,,boardgame
,Mind War,,boardgame
1923,MindTrap,,boardgame
1920,Mine a Million,,boardgame
269603,Minecraft – Builders & Biomes,2019,boardgame
679,Minion Hunter,,boardgame
,Minuteman: The Second American Revolution,,boardgame
116463,Missing Words,,boardgame
18258,Mission: Red Planet,,boardgame
1816,Mississippi,1987,boardgame
256,Mississippi Queen,1997,boardgame
21541,Missä lahjat herra Hakkarainen?,,boardgame
24004,Missúm!,,boardgame
55763,Mister X,,boardgame
17724,Mister Zero,,boardgame
42105,Mixmo,,boardgame
90942,Mixtour,,boardgame
618,MLB Showdown,,boardgame
172507,Mmm!,,boardgame
118,Modern Art,,boardgame
40381,Modern Art Card Game,,boardgame
,Modern Battles: Four Contemporary Conflicts,,boardgame
1668,Modern Naval Battles,,boardgame
,Modern Naval Battles II: The Campaign Game,,boardgame
104553,Moeraki: Kemu,,boardgame
321,Mole in the Hole,,boardgame
213882,Mole-Rats in Space,,boardgame
,Molly House,2025,boardgame
172386,Mombasa,2015,boardgame
73091,Momentum,2010,boardgame
91523,Mondo,2011,boardgame
1406,Monopoly,1937,boardgame
,Monopoly - Paris,1948,boardgame
230408,Monopoly Gamer,,boardgame
5339,Monopoly Junior,1990,boardgame
,Monopoly: Animal Crossing,,boardgame
18901,Monopoly: Here and Now,,boardgame
,Monopoly: Scott the Woz Edition,,boardgame
3394,Monopoly: The Simpsons,2001,boardgame
,Monster Derby,,boardgame
172596,Monster My Neighbor,2015,boardgame
98122,Monster Trap,2011,boardgame
220256,Monster-Pups,,boardgame
32674,Monsterpocalypse,,boardgame
17835,Monsters Menace America,,boardgame
11972,Monte Rolla,,boardgame
704,Montgolfière,,boardgame
19629,Monty Plays Scrabble,1983,boardgame
36345,Monty Python Fluxx,2008,boardgame
435346,Mooki Island,2025,boardgame
3669,Moon Base Clavius,,boardgame
,Moon Colony Bloodbath,2025,boardgame
80006,Mord im Arosa,,boardgame
3565,Mordheim,1999,boardgame
377836,Morris the Dodo,,boardgame
39602,Moruba,,boardgame
329551,Mosaic: A Story of Civilization,2022,boardgame
55834,Mosaix,,boardgame
1669,Mosby's Raiders,,boardgame
,Motspeed,,boardgame
63975,Mountain Goats,,boardgame
214293,Mountains of Madness,,boardgame
2679,Mouse Trap,,boardgame
38984,Mow,,boardgame
21763,Mr. Jack,2006,boardgame
55427,Mr. Jack in New York,,boardgame
72287,Mr. Jack Pocket,,boardgame
476,Mr. President,,boardgame
,Mr. Trucker,,boardgame
289363,Ms. Monopoly,2019,boardgame
137152,Mucca Pazza,,boardgame
,multicolor turtle,,boardgame
,multiplayer chess,,boardgame
,Murphy,,boardgame
902,Mutineer,,boardgame
22209,Muumipeli,,boardgame
295486,My City,,boardgame
249768,My First Adventure: Finding the Dragon,2018,boardgame
267314,My First Castle Panic,,boardgame
191004,My First Stone Age,,boardgame
7973,My Haunted Castle,1989,boardgame
401002,My Puzzle Adventure: Dragon,2023,boardgame
378476,Mycelia,2024,boardgame
21441,Mykerinos,,boardgame
126792,Myrmes,,boardgame
1950,Mysteries of Old Peking,,boardgame
15639,Mysteriet på Greveholm,1999,boardgame
181304,Mysterium,2015,boardgame
367206,Mysterium Kids: Captain Echo's Treasure,,boardgame
7314,Mystery Date,,boardgame
2342,Mystery Mansion,,boardgame
915,Mystery of the Abbey,,boardgame
184473,Mystery! Motive for Murder,2015,boardgame
45351,Mythgardia,,boardgame
2262,Mythology,,boardgame
126100,Mythos Tales,,boardgame
136375,Mágové z Hexanu,,boardgame
,Mörderische Dinnerparty,,boardgame
152,Mü & More,,boardgame
32928,Mü and Lots More,,boardgame
6874,Müller und Sohn,,boardgame
13657,Mū Tōrere,,boardgame
54433,Nanuk,,boardgame
1662,Napoleon,,boardgame
,Napoleon at Bay,,boardgame
12947,Napoleon at War: Four Battles,1975,boardgame
3518,Napoleon in Europe,,boardgame
,Napoleon's Battles,,boardgame
4230,Napoleon's Last Battles,1976,boardgame
18098,Napoleon's Triumph,,boardgame
8782,"Narvik: The Campaign in Norway, 1940",,boardgame
19329,NASCAR Race Day,,boardgame
126042,Nations,2013,boardgame
,Nations: A Simulation Game in International Politics,,boardgame
144415,Nauticus,2013,boardgame
131616,Nautilus,,boardgame
13728,Naval Battles,,boardgame
66589,Navegador,2010,boardgame
10819,Navia Dratp,,boardgame
6346,NBA Showdown,,boardgame
14662,NE-spelet,1999,boardgame
,Nebula 19,,boardgame
3993,Necromancer,,boardgame
167355,Nemesis,2018,boardgame
,neoclassical chess,,boardgame
1402,Neolithibum,,boardgame
386508,NEON,2023,boardgame
9160,Neopets Trading Card Game,,boardgame
,Neu-erfundenes grosses Koenig-Spiel,1644,boardgame
,Neue Kriegsspiel,1797,boardgame
21241,Neuroshima Hex!,,boardgame
3319,Neutreeko,,boardgame
6978,Neutron,1978,boardgame
34615,New World: A Carcassonne Game,2008,boardgame
856,"New York, New York",,boardgame
244711,Newton,,boardgame
353545,Next Station: London,2023,boardgame
15363,Nexus Ops,,boardgame
4255,Ney vs. Wellington: The Battle of Quatre Bras,1979,boardgame
12601,NFL Showdown,,boardgame
13308,Niagara,2004,boardgame
125525,Nickropolis,2012,boardgame
,Nidavellir,2020,boardgame
88408,Nightfall,,boardgame
5641,Nightmare,,boardgame
95840,Nimbi,,boardgame
3886,nine men's morris,,boardgame
72957,Nino Delfino,2010,boardgame
,Ninuki-renju,,boardgame
1107,Njet,,boardgame
11036,No Middle Ground,,boardgame
68264,No Retreat! The Russian Front,2011,boardgame
12942,No Thanks!,,boardgame
28962,No Time For Sergeants,,boardgame
9597,Noah's Park,,boardgame
,Noble Armada,,boardgame
8829,Nobody is Perfect,1992,boardgame
7966,Nomad Gods,1977,boardgame
7060,NORAD,1973,boardgame
,Nordlingen,,boardgame
,Normandy: The Invasion of Europe 1944,,boardgame
153425,North Wind,2014,boardgame
,Northern Zhou Xiangxi,,boardgame
4527,Notable Quotables,,boardgame
25554,Notre Dame,,boardgame
21754,Nottingham,,boardgame
347505,Nouvelles Contrées,,boardgame
284435,Nova Luna,2019,boardgame
38678,Novem,,boardgame
,Nsolo,,boardgame
19907,Nuclear Destruction,,boardgame
713,Nuclear War,1965,boardgame
,Nucleum,2023,boardgame
24771,Null & Nichtig,,boardgame
4737,Numble,,boardgame
65515,Nuns on the Run,,boardgame
249505,Nyctophobia,2018,boardgame
14077,Nîn-Gonost,,boardgame
291572,Oath: Chronicles of Empire and Exile,2021,boardgame
251661,Oathsworn: Into the Deepwood,2022,boardgame
,Objective Moscow,,boardgame
,Objective: Atlanta,,boardgame
39610,Obridjie,,boardgame
12568,Obsession,2018,boardgame
42795,Obélix contre Hattack,,boardgame
26507,Occhio!,1997,boardgame
14196,Ocean Trader,,boardgame
14017,Oceania,,boardgame
232414,Oceans,2020,boardgame
450,Octi,,boardgame
94625,Octoverso,,boardgame
4396,Odin's Ravens,,boardgame
,Odysea Organization,2024,boardgame
1378,Odysseus,,boardgame
5206,Ogre,,boardgame
3435,Oh ! les nains,,boardgame
1970,Oh-Wah-Ree,,boardgame
,Oil War: American Intervention in the Persian Gulf,,boardgame
29146,Okey,,boardgame
,Okey 101,,boardgame
,Okinawa: The Last Battle,,boardgame
125311,Okiya,2012,boardgame
36910,Oktaeder,,boardgame
,Old King's Crown,2025,boardgame
13551,Oltre Mare,,boardgame
1598,Olympica,1978,boardgame
92319,Olympos,,boardgame
3086,Omega Virus,,boardgame
94104,Omen: A Reign of War,,boardgame
,Omweso,,boardgame
184267,On Mars,2020,boardgame
22465,On the Dot,,boardgame
16156,On the Road to Abha,,boardgame
7310,One False Step for Mankind,,boardgame
,one-player chess,,boardgame
160477,Onitama,2014,boardgame
,Onslaught,,boardgame
431929,Onward,2025,boardgame
,Open Fire: Solitaire Tank Combat in WWII,,boardgame
3737,Operation,,boardgame
9752,Operation Greif,,boardgame
3617,Operation Pegasus,,boardgame
26231,Oppression,,boardgame
70149,Ora et Labora,2011,boardgame
,Oranienburger Kanal,2023,boardgame
30011,"Orbit, a Brain Game",,boardgame
5770,Orchard,1986,boardgame
31497,Oregon,,boardgame
721,Oregon Trail,,boardgame
,Organized Crime,,boardgame
,Orgy,,boardgame
2363,Orient Express,,boardgame
287084,Oriflamme,2019,boardgame
313261,Oriflamme: Ablaze,2020,boardgame
352981,Oriflamme: Alliance,2022,boardgame
127095,Origin,,boardgame
,Origin Story,2025,boardgame
