bgg_id,name,year,type
328871,Terraforming Mars: Ares Expedition,,boardgame
29,Terrain Vague,,boardgame
97903,Terror in Meeple City,,boardgame
42420,Terror of the Lichemaster,,boardgame
371433,Terrorscape,2023,boardgame
18657,Test Match,1955,boardgame
,Test of Arms,,boardgame
26993,Teufelsrad,,boardgame
85287,Thai checkers,,boardgame
17240,That's Life!,2005,boardgame
38359,The 3 Commandments,,boardgame
180263,The 7th Continent,,boardgame
43868,The Adventurers: The Temple of Chac,,boardgame
326494,The Adventures of Robin Hood,,boardgame
4320,The Air-Eaters Strike Back!,,boardgame
10946,The American Civil War: 1861–1865,1974,boardgame
8803,The American Revolution: 1775–1783,1972,boardgame
359124,The Animals of Baker Street,2022,boardgame
162,The Awful Green Things From Outer Space,,boardgame
4300,The Barbarians: Games of the Fall of Rome and the Mongol Invasion of Europe,1981,boardgame
32484,The Battle for Hill 218,,boardgame
7003,The Battle of Britain,1968,boardgame
8110,"The Battle of Raphia, 217 B.C.",,boardgame
379959,The Battle of Versailles,2024,boardgame
,The Battles of Bull Run,,boardgame
2709,The Beastlord,,boardgame
171233,The Big Book of Madness,,boardgame
117908,The Big Fat Tomato Game,2012,boardgame
37444,The Big Time!,,boardgame
23890,The Black Pirate,,boardgame
342921,The British Way: Counterinsurgency at the End of Empire,2023,boardgame
144553,The Builders: Middle Ages,,boardgame
6826,The Campaigns of Robert E. Lee,,boardgame
40005,The Caravan,,boardgame
7389,The Castle (board game),,boardgame
25951,The Castle of the Devil,,boardgame
84876,The Castles of Burgundy,2011,boardgame
186095,The Cat's Pajamas,,boardgame
40244,The Checkered Game of Life,1861,boardgame
,The China War,,boardgame
103649,The City,2011,boardgame
256980,The Color Monster,,boardgame
,The Conquerors,,boardgame
5446,The Conquest of Oil,1973,boardgame
68475,The Cottage of Content or the Blessings of Cheerfulness & Good Temper,,boardgame
,The Crew,2020,boardgame
284083,The Crew: The Quest for Planet Nine,2019,boardgame
31725,The Crocodile-Game,1987,boardgame
54201,The d6 Shooters,,boardgame
15369,The Devil's Cauldron: The Battles for Arnhem and Nijmegen,,boardgame
165401,"The divided Germany, 1945-1989",2014,boardgame
124548,The Doom That Came To Atlantic City,,boardgame
,The Dragonlords,,boardgame
36235,The Duke,,boardgame
34639,The Dungeon of D,,boardgame
,The East is Red: The Sino Soviet War,,boardgame
,The Elder Scrolls: Betrayal of the Second Era,2025,boardgame
,The Emperor Returns,,boardgame
130792,The enchanted tower,,boardgame
,The Fall of Rome,,boardgame
,The Fall of South Vietnam,,boardgame
7640,The Fall of Tobruk,1975,boardgame
,The Fantasy Trip,1977,boardgame
5195,The Farming Game,,boardgame
1187,The Fellowship of the Ring,,boardgame
,The Final Campaign,,boardgame
10521,The Final Frontier (board game),1992,boardgame
5310,The First Galaxy G1,,boardgame
,The Flight of the Goeben,,boardgame
305,The Flying Dutchman,1992,boardgame
5043,The Forever War,,boardgame
,The Franco-Prussian War,,boardgame
936,The Fury of Dracula,1987,boardgame
5193,The Fury of the Norsemen,,boardgame
125153,The Gallerist,,boardgame
159492,The Game of 49,,boardgame
25988,The game of fortress and siege,,boardgame
746,"The Game of France, 1940",,boardgame
,The Game of Jaws,,boardgame
2921,The Game of Life,1960,boardgame
15731,The Game of Life Card Game,,boardgame
14245,The Game of the District Messenger Boy,,boardgame
,The Gang,2024,boardgame
,The Generals,,boardgame
331491,The Generic Gangster Chase Game,,boardgame
,The Godfather Game,,boardgame
164338,The Golden Ages,2014,boardgame
40770,The Golden City,,boardgame
30239,The Golden Compass,,boardgame
,The Golden Horde,,boardgame
20111,The Golf Game: Par Excellence,,boardgame
8636,The Grape Escape,,boardgame
761,The Great Brain Robbery,,boardgame
2063,The Great Khan Game,,boardgame
5724,The Great Patriotic War: Nazi Germany vs. the Soviet Union,,boardgame
4293,The Great Redoubt,1979,boardgame
,The Great Wall Street Fortune Hunt,,boardgame
173105,The Great War,,boardgame
382924,The Guerrilla Generation: Cold War Insurgencies,2026,boardgame
350933,The Guild of Merchant Explorers,,boardgame
,The Hammer of Thor: The Game of Norse Mythology,,boardgame
6917,The High Crusade,,boardgame
2903,The Hunt for Red October,,boardgame
281259,The Isle of Cats,2019,boardgame
39373,The Jolly Darkie Target Game,,boardgame
,The Keep,,boardgame
5824,The Kids of Catan,,boardgame
245655,The King's Dilemma,,boardgame
7349,The Korean War,,boardgame
1217,The Labyrinth of Rings,,boardgame
4522,The Ladybug's Costume Party,,boardgame
29316,The Landlord's Game,1903,boardgame
,The Last Hurrah,,boardgame
3881,The Last Starfighter: Tunnel Chase,,boardgame
1695,The Legend of Robin Hood,1979,boardgame
127398,The Legends of Andor,2012,boardgame
2866,The London Game,,boardgame
2736,The Lonely Mountain,,boardgame
5651,The Longest Day,,boardgame
,The Lord of the Rings: Duel for Middle-earth,2024,boardgame
,The Lord of the Rings: Fate of the Fellowship,2025,boardgame
,The Lord of the Rings: Journeys in Middle-Earth,2019,boardgame
77423,The Lord of the Rings: The Card Game,,boardgame
98261,The Lord of the Rings: The Two Towers,,boardgame
7467,The Lord of the Rings: The Two Towers Board Game,,boardgame
5199,The Lords of Underearth,,boardgame
2240,The Mad Magazine Card Game,,boardgame
1604,The Mad Magazine Game,,boardgame
41916,The Magic Labyrinth,,boardgame
14247,The Mansion of Happiness,1800,boardgame
,"The March on India, 1944",,boardgame
27800,The Market of Alturien,,boardgame
,The Marne: Home Before the Leaves Fall,,boardgame
14514,The Metric Mile,,boardgame
180565,The mysterious Dragon Cave,,boardgame
244528,The mysterious magical lake,,boardgame
1152,The Mystic Wood,1980,boardgame
35488,The Name of the Rose,2008,boardgame
3409,The Napoleonic Wars,2002,boardgame
8719,The Next War,,boardgame
357873,The Old King's Crown,2025,boardgame
6920,The Omega War,,boardgame
,The One World,,boardgame
129948,The Palaces of Carrara,2012,boardgame
,The Peninsular War 1808-14,,boardgame
24480,The Pillars of the Earth,2006,boardgame
163122,The President,,boardgame
555,The Princes of Florence,2000,boardgame
244521,The Quacks of Quedlinburg,2018,boardgame
346101,The Queen's Gambit,2021,boardgame
217372,The Quest for El Dorado,2017,boardgame
,The Quest of the Philosopher's Stone,,boardgame
126,The Really Nasty Horse Racing Game,,boardgame
24310,The Red Dragon Inn,,boardgame
41114,The Resistance,2009,boardgame
66056,The Rivals for Catan,,boardgame
206938,The Rolling Witch,,boardgame
201,The Rose King,,boardgame
13884,The Scepter of Zavandor,,boardgame
,The Search for Planet X,2020,boardgame
4678,The Search for Spock,,boardgame
3655,The Settlers of Canaan,,boardgame
13,The Settlers of Catan,1995,boardgame
64159,The Settlers of Catan - Entry level version,,boardgame
137594,The Settlers of Catan - Mini,,boardgame
189,The Settlers of Nuremberg,,boardgame
4394,The Settlers of the Stone Age,,boardgame
6778,The Settlers of Zarahemla,,boardgame
1710,The Siege of Jerusalem,,boardgame
1202,The Sorcerer's Cave,,boardgame
1303,The Squirrel Game,1987,boardgame
2258,The Stock Market Game,1970,boardgame
3966,The Succession Wars,,boardgame
38735,The Swarm,2008,boardgame
2121,The Sword and the Stars,,boardgame
,The Taverns of Tiefenthal,2019,boardgame
,The Tea Dragon Society Card Game,2018,boardgame
4294,The Thin Red Line,1979,boardgame
75828,The Thing,,boardgame
295293,The Thing: The Boardgame,2022,boardgame
409501,The Twisted Spooky Night,,boardgame
6283,The Ungame,,boardgame
385529,The Vale of Eternity,2023,boardgame
279,The Very Clever Pipe Game,,boardgame
171623,The Voyages of Marco Polo,2015,boardgame
7566,The War of the Worlds,,boardgame
,The War of the Worlds II,,boardgame
1144,The Warlock of Firetop Mountain,,boardgame
,The Watersdown Affair,,boardgame
,The Way of War,,boardgame
4105,The Wheel of Time Collectible Card Game,,boardgame
371942,The White Castle,2023,boardgame
,The Wilderness Campaign,,boardgame
1833,The Willow Game,,boardgame
35177,The Winning Touch,,boardgame
,The Witcher Adventure Game,2014,boardgame
,The Witcher RPG,,boardgame
23604,The World Cup Game,,boardgame
,The Worlds of Boris Vallejo,,boardgame
2376,The Wreck of the B.S.M. Pandora,,boardgame
,The X-Files Board Game,,boardgame
,The X-Files Trivia Game,,boardgame
30869,Thebes,2007,boardgame
4355,Therapy,,boardgame
2215,They've Invaded Pleasantville,,boardgame
13208,Thin Ice,1989,boardgame
379932,Third Crusade,2024,boardgame
2904,Third Reich/Great Pacific War series,,boardgame
,Thiruthamizh,,boardgame
188920,This War of Mine: The Board Game,,boardgame
,Thomas the Tank Engine Game,,boardgame
,three-dimensional chess,,boardgame
20806,Three-Dragon Ante,,boardgame
7108,three-player chess,,boardgame
,Through the Ages,2006,boardgame
182028,Through the Ages: A New Story of Civilization,2015,boardgame
25613,Through the Ages: A Story of Civilization,2006,boardgame
503,Through the Desert,1998,boardgame
4532,Thud,,boardgame
,"Thunde-Rin Guns, Game of the Wild West",,boardgame
108906,Thunder Alley,2014,boardgame
12597,Thunder on South Mountain,,boardgame
804,Thunder Road,,boardgame
,Thunder Road: Vendetta,2023,boardgame
53953,Thunderstone,2009,boardgame
116998,Thunderstone Advance: Towers of Ruin,,boardgame
,Thunderstone Quest,2018,boardgame
85897,Thunderstone: Dragonspire,,boardgame
21790,Thurn and Taxis,2006,boardgame
9209,Ticket to Ride,2004,boardgame
,Ticket to Ride Europe,2005,boardgame
390092,Ticket to Ride Legacy: Legends of the West,2023,boardgame
309113,Ticket to Ride: Amsterdam,2020,boardgame
14996,Ticket to Ride: Europe,2005,boardgame
218208,Ticket to Ride: First Journey (Europe),2017,boardgame
205125,Ticket to Ride: First Journey (U.S.),2016,boardgame
225244,Ticket to Ride: Germany,2017,boardgame
366488,Ticket to Ride: Ghost Train,2022,boardgame
276894,Ticket to Ride: London,2019,boardgame
21348,Ticket to Ride: Märklin,2006,boardgame
253284,Ticket to Ride: New York,2018,boardgame
31627,Ticket to Ride: Nordic Countries,2007,boardgame
371140,Ticket to Ride: Northern Lights,2022,boardgame
403221,Ticket to Ride: Paris,2024,boardgame
202670,Ticket to Ride: Rails & Sails,2016,boardgame
362541,Ticket to Ride: San Francisco,2022,boardgame
34127,Ticket to Ride: The Card Game,2008,boardgame
18549,Tickle Bee,,boardgame
22825,Tide of Iron,,boardgame
232444,Tief im Riff,2017,boardgame
39210,Tier auf Tier: Das Duell,,boardgame
22206,Tieto & Taito & Temppu,2002,boardgame
,Tiger game,,boardgame
42,Tigris and Euphrates,1997,boardgame
54,Tikal,,boardgame
34373,Tiki Topple,2008,boardgame
,Tiletum,2022,boardgame
38430,Timber Tom,,boardgame
4957,Timberland,1989,boardgame
164949,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",,boardgame
5503,Time Tripper,1980,boardgame
7398,Time Tunnels,,boardgame
37141,Time's Up! Deluxe,,boardgame
36553,Time's Up! Title Recall!,,boardgame
7535,Timelag,,boardgame
211,Times to Remember,,boardgame
35570,Tinners' Trail,2008,boardgame
41699,Tintenblut,,boardgame
254388,Tintin & Tintinors,,boardgame
265736,Tiny Towns,2019,boardgame
10687,Tipsy Tower,,boardgame
103,Titan,,boardgame
3174,Titan Strike!,,boardgame
,Titanic: The Board Game,,boardgame
,"Tito and his Partisan Army: Yugoslavia, 1941–45",,boardgame
262341,TMMC,2016,boardgame
21414,To the Last Man! The Great War in the West,,boardgame
42215,Tobago,2009,boardgame
,Tobit,,boardgame
5455,Tobruk,,boardgame
9388,Toc Toc Toc !,2004,boardgame
123540,Tokaido,,boardgame
1681,Tokyo Express: The Guadalcanal Naval Campaign – 1942,1988,boardgame
34599,Toledo,,boardgame
29581,Tomb,,boardgame
7625,Tomorrow the World,1989,boardgame
9028,Tongiaki,,boardgame
43034,Tonkin,,boardgame
192135,Too Many Bones,2017,boardgame
40651,Too Many Monkeys,2009,boardgame
101804,Top 13,,boardgame
382,Top Secret Spies,1984,boardgame
,Topple,,boardgame
88,Torres,1999,boardgame
1701,Toscana,,boardgame
2607,Totopoly,1938,boardgame
,Touch and Go,,boardgame
5709,Touché,,boardgame
,Tourne Case,,boardgame
,Towers,,boardgame
,Toy Battle,2025,boardgame
,Traber Derby Spiel,,boardgame
1337,Traboulet,,boardgame
6605,Track,,boardgame
3598,Tracks to Telluride,1994,boardgame
5201,Trailblazer,,boardgame
,Train,,boardgame
56835,Train of Thought,,boardgame
,Trains,2013,boardgame
72,Traitor,,boardgame
102680,Trajan,2011,boardgame
2842,TransAmerica,2001,boardgame
28650,Transformers,,boardgame
4734,Transylvania,,boardgame
13229,Trap,1972,boardgame
12245,Trap Surprise,,boardgame
156056,Traumatosaures,,boardgame
,Travel Go,,boardgame
242639,Treasure Island,,boardgame
21955,Treehouse,2006,boardgame
102881,Trench,2008,boardgame
,Trench Crusade,2023,boardgame
7377,Tri-Ba-Lance,,boardgame
8208,Trial of Strength,,boardgame
4249,Trias,,boardgame
1962,TriBond,,boardgame
3417,Tribulation,1974,boardgame
30957,Tribune: Primus Inter Pares,,boardgame
1500,Tric Trac,,boardgame
255668,Trickerion: Collector's Edition,2019,boardgame
,Trickerion: Legends of Illusion,2015,boardgame
16387,Trimula,,boardgame
13103,Triolet,,boardgame
4040,Triominoes,,boardgame
3758,Triopoly,,boardgame
3637,Triplanetary,,boardgame
10073,Triumph,1986,boardgame
2952,Trivial Pursuit,1981,boardgame
877,Troia,2000,boardgame
1410,Trouble,1965,boardgame
,Troy,,boardgame
73439,Troyes,2010,boardgame
,Truc y flou,,boardgame
12628,True Dough Mania,,boardgame
66555,Tryangles,,boardgame
157785,Tsoro Yematatu,,boardgame
16992,Tsuro,,boardgame
,Tsushima,,boardgame
,Tuknanavuhpi,,boardgame
229414,Tulip Bubble,,boardgame
16747,Tumblin' Dice,2004,boardgame
21207,Tumbling Down,,boardgame
156878,tummple!,,boardgame
356123,Turing Machine,,boardgame
22219,Turm & Wächter,,boardgame
759,Turning Point: Stalingrad,1989,boardgame
8363,Turning Point: The Battle of Stalingrad,1972,boardgame
300,Tutankhamen,,boardgame
1998,Tutankhamen's Revenge,,boardgame
24,Twilight Imperium,1997,boardgame
12333,Twilight Struggle,,boardgame
5894,Twister,,boardgame
,two-player chess,,boardgame
2161,Tyranid Attack,,boardgame
719,Tyranno Ex,1990,boardgame
3230,Tyros,,boardgame
31999,Tzaar,2007,boardgame
126163,Tzolk'in: The Mayan Calendar,2013,boardgame
8727,"U.S.N.: The Game of War in the Pacific, 1941–43",1971,boardgame
16986,Ubongo,2003,boardgame
46396,Ubongo 3D,,boardgame
31479,Ubongo Extreme,,boardgame
34969,Ubongo: Duel,,boardgame
19967,Uckers,,boardgame
1706,UFO: Game of Close Encounters,,boardgame
60131,Ugg-Tect,,boardgame
11421,Uisge,,boardgame
3848,Ultimate Combat!,,boardgame
38159,Ultimate Werewolf: Ultimate Edition,,boardgame
27682,Ultimate Werewolf: Whitebox Edition,,boardgame
8728,Ultra Marines,,boardgame
4627,Ultra-Warrior,,boardgame
442,Um Reifenbreite,,boardgame
12157,Unanimo,,boardgame
66643,Uncle Chestnut's Table Gype,,boardgame
3074,Uncle Wiggily,1916,boardgame
,Unconscious Mind,2024,boardgame
,Undaunted: Normandy,2019,boardgame
,Undead (board game),,boardgame
306735,Under Falling Skies,2020,boardgame
273779,Under Falling Skies: A 9-Card Solo Game,2019,boardgame
,Undersea Warriors,1975,boardgame
247763,Underwater Cities,,boardgame
1690,Unexploded Cow,,boardgame
179172,Unfair,2017,boardgame
340466,Unfathomable,2021,boardgame
18748,Unhappy King Charles!,,boardgame
94,Union Pacific,1999,boardgame
294612,Unlock! Epic adventures,2019,boardgame
213460,Unlock! Escape adventures,2017,boardgame
254226,Unlock! Exotic adventures,2018,boardgame
374400,Unlock! Extraordinary adventures,,boardgame
350636,Unlock! Game Adventures,,boardgame
266121,Unlock! Heroic adventures,2018,boardgame
327056,Unlock! Kids: Detective Stories,2021,boardgame
373835,Unlock! Kids: Stories From the Past,,boardgame
330084,Unlock! Legendary Adventures,2021,boardgame
228867,Unlock! Mystery Adventures,2017,boardgame
302425,Unlock! Mythic Adventures,2020,boardgame
239307,Unlock! Secret adventures,2017,boardgame
279613,Unlock! Timeless adventures,2019,boardgame
312267,Unlock!: Star Wars Escape Game,2020,boardgame
3826,Unlur,,boardgame
,Unmatched Adventures: Tales to Amaze,2023,boardgame
,Unmatched Adventures: Teenage Mutant Ninja Turtles,2025,boardgame
290484,Unsettled,2021,boardgame
24304,Unspeakable Words,,boardgame
2047,Up the Creek,,boardgame
1515,Upwords,,boardgame
25420,Ur,,boardgame
2539,Urland,,boardgame
38797,Uruk,,boardgame
,Usuthu! The Battle Of Rorke's Drift 1879,,boardgame
75223,Utopia Engine,,boardgame
2536,Vabanque,,boardgame
39620,Vai Lung Thlan,,boardgame
2599,Valkenburg Castle,,boardgame
,Vallco Professional Drag Racing,,boardgame
2531,Valley of the Four Winds,,boardgame
2535,Valley of the Mammoths,1991,boardgame
269526,Valley of the Vikings,2019,boardgame
2216,Vampyre,,boardgame
7240,Vanished Planet,,boardgame
,Vantage,2025,boardgame
66659,Vauhdin Maailma,2010,boardgame
7939,Vector,,boardgame
4353,Vector 3,,boardgame
15364,Vegas Showdown,,boardgame
1910,Venice Connection,1988,boardgame
4172,Veracruz: U.S. Invasion of Mexico 1847,1977,boardgame
5276,Verdun: The Game of Attrition,1972,boardgame
,Verquere,,boardgame
,Verso Recto,,boardgame
5418,Victory by Any Means,,boardgame
7755,Victory in Normandy,,boardgame
,Victory: World War II,,boardgame
5620,Vietnam: 1965-1975,,boardgame
62637,Viewpoint,,boardgame
5548,VII Legio,,boardgame
64061,Viinipeli,,boardgame
,Viking,,boardgame
2483,Viking Gods,,boardgame
27173,Vikings,,boardgame
187377,Vikings Gone Wild,2017,boardgame
23950,Viktory II,,boardgame
2596,Villa Paletti,,boardgame
104006,Village,2011,boardgame
241724,Villagers,2019,boardgame
60,Vinci,,boardgame
,Vindication,2018,boardgame
27532,Vineta,,boardgame
41066,Virgin Queen,,boardgame
180020,Virus!,2015,boardgame
128621,Viticulture,2013,boardgame
,Viticulture Essential Edition,2015,boardgame
8195,Viva Topo!,,boardgame
,Viva!: Revolution in Mexico,,boardgame
316090,Vivid Memories,2022,boardgame
,Voice of the Mummy,,boardgame
,Voidfall,2023,boardgame
,Von Manstein: Battles for the Ukraine,,boardgame
154880,Voodoo,,boardgame
4977,VOR: The Maelstrom,,boardgame
,Votes for Women,2022,boardgame
,Vultures,,boardgame
31730,Wabash Cannonball,2007,boardgame
702,Wabbit Wampage,,boardgame
6253,Wacht am Rhein,1977,boardgame
1422,Wadjet,,boardgame
239,"Wagram: The Peace of Vienna, 5-6 July 1809",1975,boardgame
33701,Wahoo,,boardgame
198432,"Wait Up, Grandpa!",,boardgame
118025,Waka Waka,,boardgame
15410,Walk the Dogs,,boardgame
12232,Wall Street Spin,,boardgame
109125,Wallenstein,2002,boardgame
355483,Wandering Towers,2022,boardgame
33112,War,1972,boardgame
626,War and Peace,1980,boardgame
1431,War at Sea,,boardgame
,War Between the States 1861–1865,,boardgame
2802,War in Europe,,boardgame
,War in the East,,boardgame
,War in the Pacific,,boardgame
1645,War of 1812,1973,boardgame
9609,War of the Ring,2004,boardgame
60153,War of the Ring Collector's Edition,,boardgame
362944,War of the Ring: The Card Game,2022,boardgame
16258,War of the Star Slavers,,boardgame
6217,War of Wizards,1975,boardgame
24396,War on Terror,2006,boardgame
490,Warangel,,boardgame
7479,Warcraft: The Board Game,,boardgame
6380,WarCry,,boardgame
156776,"Warhammer 40,000: Conquest",,boardgame
207653,Warhammer 40.000: Kill Team,,boardgame
1634,Warhammer Quest,,boardgame
4634,Warhammer Warriors Battle Books,,boardgame
3466,WarpWar,,boardgame
1143,Warrior Knights,,boardgame
23679,"Warriors of God: The Wars of England & France, 1135-1453",,boardgame
34303,Warriors of Mars,1974,boardgame
,Warriors of the Green Planet Trilogy,,boardgame
4978,Warzone,,boardgame
33154,Wasabi!,,boardgame
38996,Washington's War,,boardgame
67178,Water Lily,,boardgame
274364,Watergate,,boardgame
36887,Waterloo,,boardgame
29500,watermelon chess,,boardgame
189626,Waurie,,boardgame
262543,Wavelength,,boardgame
30021,Wavre: The Lost Opportunity,1976,boardgame
,Wayfarers of the South Tigris,2022,boardgame
40352,We play shopping,2008,boardgame
620,We the People,,boardgame
2986,Web and Starship,1984,boardgame
491,Web of Power,2000,boardgame
339789,Welcome to the Moon,2021,boardgame
,Welcome To...,2018,boardgame
13804,Wellington in the Peninsula,1975,boardgame
925,Werewolf,,boardgame
219215,Werewords,,boardgame
313924,Western Legends,2020,boardgame
9416,Westminster: The Election Game,,boardgame
,Westwall: Four Battles to Germany,,boardgame
2667,What Were You Thinking?,1998,boardgame
241488,Where's Mr. Wolf?,,boardgame
1613,Which Witch?,,boardgame
335275,Whirling Witchcraft,2021,boardgame
5549,Whiskey Settlers,,boardgame
10884,White Bear and Red Moon,1975,boardgame
,Who Can Beat Nixon?,,boardgame
4580,Who Is Going to Do the Dishes?,,boardgame
11104,Who's the Ass?,,boardgame
33643,Whoowasit?,,boardgame
2487,Why,,boardgame
28025,Wicked Witches Way,,boardgame
,Wicketz,,boardgame
1729,Wide World,,boardgame
13089,Wie ich die Welt sehe...,,boardgame
144418,Wien Catan,,boardgame
12065,Wig Out,,boardgame
2311,Wild Life,,boardgame
398,Wildlife Safari,,boardgame
266192,Wingspan,2019,boardgame
,Wingspan Asia,2022,boardgame
8798,Winter War: The Russo-Finnish Conflict,1972,boardgame
17904,Wir füttern die kleinen Nilpferde,,boardgame
,Wir sind das Volk,2014,boardgame
2652,Wise and Otherwise,,boardgame
18840,Wissens-Spektrum,,boardgame
383499,Witchcraft!,2023,boardgame
318560,Witchstone,2021,boardgame
20100,Wits & Wagers,,boardgame
66588,Wits & Wagers Family,,boardgame
589,Wiz-War,,boardgame
3463,Wizard,,boardgame
310,Wizard's Quest,,boardgame
202296,Wizardry to the power of three,,boardgame
828,Wizards,,boardgame
,Wolf and Sheep,,boardgame
293474,Wolfenstein: The Board Game,2022,boardgame
6946,Wolfpack,1974,boardgame
340237,Wonder Book,2021,boardgame
,Wonderland's War,2022,boardgame
355093,Woodcraft,2022,boardgame
237,Wooden Ships and Iron Men,,boardgame
3243,Wooly Wars,,boardgame
,Word chain,,boardgame
40990,Word on the Street,,boardgame
63778,Word on the Street Junior,,boardgame
4598,Word Rummikub,,boardgame
25729,World at War: Eisenbach Gap,,boardgame
1499,World in Flames,,boardgame
19643,World of Warcraft Trading Card Game,,boardgame
17223,World of Warcraft: The Board Game,,boardgame
,World War I: 1914–1918,,boardgame
,World War II: European Theater of Operations,,boardgame
43528,World Without End,,boardgame
365258,World Wonders,2023,boardgame
,WorldKiller: The Game of Planetary Assault,,boardgame
14321,Wortfix,,boardgame
66356,Wrath of Ashardalon,,boardgame
252877,Wreck Raiders,2019,boardgame
,Wroth,2025,boardgame
410201,Wyrmspan,,boardgame
4816,Xactika,,boardgame
163602,XCOM,,boardgame
5962,Xeno,,boardgame
6706,Xerxes,1973,boardgame
82222,Xia: Legends of a Drift System,2014,boardgame
2393,xiangqi,,boardgame
3542,XIII: Le Complot,,boardgame
6476,"Yalu: The Chinese Counteroffensive in Korea, November 1950 to May 1951",1977,boardgame
33767,Yavalath,,boardgame
,Yeoman,,boardgame
71671,Yggdrasil,2011,boardgame
155767,Yin Yang,1998,boardgame
7854,YINSH,2003,boardgame
43022,Yomi,,boardgame
9385,Yota,,boardgame
20881,You Must Be an Idiot!,,boardgame
41054,You Robot,,boardgame
1117,You're Bluffing,,boardgame
2130,Young Jedi Collectible Card Game,,boardgame
22345,Yspahan,2006,boardgame
330510,Yucatan,2023,boardgame
275817,Yum Yum Island,,boardgame
40580,YVIO,,boardgame
1820,Z-G,,boardgame
988,Zapp Zerapp,2000,boardgame
2938,Zatre,,boardgame
37721,Zen the initiate,,boardgame
6830,Zendo,2001,boardgame
424219,Zenith,2025,boardgame
22864,Zeus on the Loose,,boardgame
22266,Zig-Zag,,boardgame
12616,Zingo!,,boardgame
440,Zoff in Buffalo,1998,boardgame
113924,Zombicide,2012,boardgame
176189,Zombicide: Black Plague,2015,boardgame
144826,Zombie 15',,boardgame
,Zombie Dice,2010,boardgame
29387,Zombie Fluxx,2007,boardgame
41372,Zombie in My Pocket,2010,boardgame
256952,Zombie Kidz Evolution,2018,boardgame
310448,Zombie Teenz Evolution,2020,boardgame
127418,Zombiepox,,boardgame
2471,Zombies!!!,,boardgame
27588,Zooloretto,,boardgame
162039,Zoophoria,,boardgame
40935,Zoowaboo,,boardgame
91442,Zwerg Riese,,boardgame
528,ZÈRTZ,,boardgame
14040,¡New Amici!,,boardgame
118535,À vos marques!,,boardgame
16533,Ætherverse,,boardgame
157507,Ô ăn quan,,boardgame
